business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
Alchemist/Woodbury,San Francisco,CA,94107,70306_20190725,82.0,60,Wiping cloths not clean or properly stored or inadequate sanitizer. Improper thawing methods. Inadequate and inaccessible handwashing facilities. Unclean or degraded floors walls or ceilings. Foods not protected from contamination. Unapproved or unmaintained equipment or utensils.
"Alembic, SF",San Francisco,CA,94117,96027_20181204,92.0,81,Improper storage of equipment utensils or linens. Low risk vermin infestation. Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer.
Alex Gourmet Burrito,San Francisco,CA,94111,75944_20190319,85.0,7,Unclean or unsanitary food contact surfaces. Insufficient hot water or running water. Moderate risk food holding temperature.
Alexander's Steakhouse,San Francisco,CA,94107,63191_20170111,80.0,4,Inadequate HACCP plan record keeping. Inadequate and inaccessible handwashing facilities. Unclean or unsanitary food contact surfaces. High risk food holding temperature.
Alexander's Steakhouse,San Francisco,CA,94107,63191_20180312,84.0,62,Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature. Inadequate food safety knowledge or lack of certified food safety manager. Noncompliance with HAACP plan or variance.
Alexander's Steakhouse,San Francisco,CA,94107,63191_20190321,88.0,52,Inadequate and inaccessible handwashing facilities. Inadequate dressing rooms or improper storage of personal items. Inadequately cleaned or sanitized food contact surfaces. Unclean or degraded floors walls or ceilings.
Alfaro Truck,San Francisco,CA,64110,92141_20180927,85.0,34,Inadequately cleaned or sanitized food contact surfaces. High risk food holding temperature. Wiping cloths not clean or properly stored or inadequate sanitizer. Food safety certificate or food handler card not available.
Alice's Restaurant,San Francisco,CA,94131,2664_20161102,85.0,38,Improper food storage. Unclean hands or improper use of gloves. Inadequate and inaccessible handwashing facilities. No thermometers or uncalibrated thermometers.
Alice's Restaurant,San Francisco,CA,94131,2664_20171031,88.0,61,Low risk vermin infestation. Inadequate and inaccessible handwashing facilities. Improper food storage. Food safety certificate or food handler card not available. Unapproved or unmaintained equipment or utensils.
Alice's Restaurant,San Francisco,CA,94131,2664_20181211,72.0,16,Improper thawing methods. Inadequate and inaccessible handwashing facilities. Unclean hands or improper use of gloves. Unclean nonfood contact surfaces. Improper cooling methods. Food safety certificate or food handler card not available. Improper food storage.
Alice's Restaurant,San Francisco,CA,94131,2664_20190613,60.0,16,Contaminated or adulterated food. Moderate risk food holding temperature. Unapproved or unmaintained equipment or utensils. Inadequately cleaned or sanitized food contact surfaces. Improper thawing methods. Improper storage use or identification of toxic substances. Unclean hands or improper use of gloves. Food safety certificate or food handler card not available. Employee eating or smoking. Foods not protected from contamination.
Aliment,San Francisco,CA,94108,74680_20170125,96.0,67,Moderate risk vermin infestation.
Aliment,San Francisco,CA,94108,74680_20180618,92.0,63,Inadequate and inaccessible handwashing facilities. Foods not protected from contamination.
Aliment,San Francisco,CA,94108,74680_20190603,94.0,53,Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils.
Alimento,San Francisco,CA,94133,85097_20161102,96.0,63,Foods not protected from contamination.
Alimento,San Francisco,CA,94133,85097_20180412,98.0,86,Improper food storage.
"Alioto Fish Co., Ltd",San Francisco,CA,94133,5310_20171107,96.0,92,Unapproved or unmaintained equipment or utensils. Low risk vermin infestation.
"Alioto Fish Co., Ltd",San Francisco,CA,94133,5310_20180802,96.0,76,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils.
"Alioto Fish Co., Ltd",San Francisco,CA,94133,5310_20190509,96.0,91,Unclean or degraded floors walls or ceilings. Unapproved or unmaintained equipment or utensils.
Alioto's,San Francisco,CA,94133,3433_20170803,86.0,29,Unclean hands or improper use of gloves. High risk food holding temperature.
Alioto's,San Francisco,CA,94133,3433_20180220,90.0,59,Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Improper or defective plumbing. Moderate risk food holding temperature.
Alioto's,San Francisco,CA,94133,3433_20190416,90.0,61,Improper thawing methods. Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils.
All Nite Pizza & Foods,San Francisco,CA,94124,76511_20170119,88.0,53,Inadequate and inaccessible handwashing facilities. Moderate risk food holding temperature. Unclean nonfood contact surfaces. Wiping cloths not clean or properly stored or inadequate sanitizer.
All Nite Pizza & Foods,San Francisco,CA,94124,76511_20180731,79.0,20,Food in poor condition. Unclean or degraded floors walls or ceilings. Unclean or unsanitary food contact surfaces. Unapproved or unmaintained equipment or utensils. Improper storage use or identification of toxic substances. Wiping cloths not clean or properly stored or inadequate sanitizer. Unclean nonfood contact surfaces.
All Nite Pizza & Foods,San Francisco,CA,94124,76511_20190814,78.0,57,Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities. Moderate risk food holding temperature. Foods not protected from contamination. Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation.
All stars Donuts,San Francisco,CA,94118,1922_20161012,86.0,68,Inadequate and inaccessible handwashing facilities. Unclean nonfood contact surfaces. Moderate risk vermin infestation. Unclean or degraded floors walls or ceilings.
All stars Donuts,San Francisco,CA,94118,1922_20171024,76.0,13,Unclean or unsanitary food contact surfaces. High risk food holding temperature. Foods not protected from contamination. Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities.
All stars Donuts,San Francisco,CA,94118,1922_20180914,92.0,93,Unclean or degraded floors walls or ceilings. Inadequate dressing rooms or improper storage of personal items. Unclean nonfood contact surfaces. Low risk vermin infestation.
All stars Donuts,San Francisco,CA,94118,1922_20190417,86.0,61,Moderate risk food holding temperature. Unclean nonfood contact surfaces. Improper thawing methods. Inadequately cleaned or sanitized food contact surfaces.
Allegro Romano,San Francisco,CA,94109,89086_20170228,87.0,10,Moderate risk vermin infestation. High risk food holding temperature. Unapproved or unmaintained equipment or utensils.
Allegro Romano,San Francisco,CA,94109,89086_20180130,92.0,61,Inadequately cleaned or sanitized food contact surfaces. Moderate risk vermin infestation.
Allegro Romano,San Francisco,CA,94109,89086_20180803,94.0,56,Inadequately cleaned or sanitized food contact surfaces. Unclean or degraded floors walls or ceilings.
Allegro Romano,San Francisco,CA,94109,89086_20181026,92.0,52,Low risk vermin infestation. Unclean or degraded floors walls or ceilings. Foods not protected from contamination.
Alley House,San Francisco,CA,94118,75701_20170810,78.0,51,Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature. Improper thawing methods. Unapproved or unmaintained equipment or utensils. Foods not protected from contamination.
Alley House,San Francisco,CA,94118,75701_20180801,75.0,1,Unclean nonfood contact surfaces. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces. Foods not protected from contamination. Moderate risk food holding temperature. Insufficient hot water or running water. Other low risk violation.
Alley House,San Francisco,CA,94118,75701_20190404,70.0,47,Improper thawing methods. Moderate risk food holding temperature. Moderate risk vermin infestation. Unclean or unsanitary food contact surfaces. Unclean hands or improper use of gloves. Foods not protected from contamination.
Alley House,San Francisco,CA,94118,75701_20190816,83.0,17,Moderate risk vermin infestation. Unclean hands or improper use of gloves. Unapproved or unmaintained equipment or utensils. Improper storage of equipment utensils or linens. Inadequate dressing rooms or improper storage of personal items.
Allstars Cafe,San Francisco,CA,94103,85856_20170927,77.0,22,Foods not protected from contamination. High risk food holding temperature. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Moderate risk vermin infestation.
Allstars Cafe,San Francisco,CA,94103,85856_20190515,66.0,0,Unclean hands or improper use of gloves. Inadequate food safety knowledge or lack of certified food safety manager. High risk food holding temperature. High risk vermin infestation. Unapproved or unmaintained equipment or utensils. Unclean or unsanitary food contact surfaces.
Allstars Cafe Inc,San Francisco,CA,94102,86990_20161103,78.0,35,Unclean nonfood contact surfaces. Unclean hands or improper use of gloves. Wiping cloths not clean or properly stored or inadequate sanitizer. High risk food holding temperature. Inadequately cleaned or sanitized food contact surfaces.
Allstars Cafe Inc,San Francisco,CA,94102,86990_20170829,83.0,0,Moderate risk vermin infestation. High risk food holding temperature. Inadequate and inaccessible handwashing facilities. Inadequate ventilation or lighting.
Allstars Cafe Inc,San Francisco,CA,94102,86990_20181218,84.0,66,Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate food safety knowledge or lack of certified food safety manager. Unapproved or unmaintained equipment or utensils. Unsanitary employee garments hair or nails. Moderate risk food holding temperature.
Allstars Donuts & Burgers,San Francisco,CA,94102,61953_20171204,94.0,64,Improper food storage. Foods not protected from contamination.
Alma Cocina,San Francisco,CA,94110,91874_20180510,86.0,70,Foods not protected from contamination. Improper thawing methods. Unclean or degraded floors walls or ceilings. Improper food storage. Food safety certificate or food handler card not available.
Almanac San Francisco,San Francisco,CA,94110,89931_20171201,98.0,92,Improper storage of equipment utensils or linens.
Aloha Hawaiian Barbecue,San Francisco,CA,94112,82733_20170322,85.0,12,Improper thawing methods. Moderate risk vermin infestation. Improper cooling methods.
Aloha Hawaiian Barbecue,San Francisco,CA,94112,82733_20180413,83.0,10,Inadequately cleaned or sanitized food contact surfaces. Foods not protected from contamination. High risk food holding temperature. Unclean or degraded floors walls or ceilings.
Aloha Hawaiian Barbecue,San Francisco,CA,94112,82733_20190722,80.0,65,Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature. Inadequate dressing rooms or improper storage of personal items. Food safety certificate or food handler card not available. Improper or defective plumbing. Improper thawing methods. Inadequately cleaned or sanitized food contact surfaces.
Altalena Vinoteca,San Francisco,CA,94133,95584_20181218,96.0,93,Unclean or degraded floors walls or ceilings. Wiping cloths not clean or properly stored or inadequate sanitizer.
Altovino,San Francisco,CA,94133,93619_20190918,90.0,54,Low risk vermin infestation. Inadequate and inaccessible handwashing facilities. Moderate risk food holding temperature.
Amal's Deli,San Francisco,CA,94117,78793_20181205,85.0,1,Inadequate procedures or records for time as a public health control. Sewage or wastewater contamination. Low risk vermin infestation. Low risk vermin infestation. Unapproved or unmaintained equipment or utensils.
"Amami, LLC",San Francisco,CA,94102,89653_20180426,96.0,59,Moderate risk food holding temperature.
Amarena,San Francisco,CA,94109,2057_20180228,85.0,6,High risk food holding temperature. Foods not protected from contamination. Improper storage of equipment utensils or linens. Low risk vermin infestation.
Amawele's South African Kitchen,San Francisco,CA,94105,91503_20190311,87.0,32,Inadequate procedures or records for time as a public health control. Unclean nonfood contact surfaces. Improper cooling methods.
Amawele's South African Kitchen,San Francisco,CA,94124,92518_20180717,92.0,68,Wiping cloths not clean or properly stored or inadequate sanitizer. Inadequate and inaccessible handwashing facilities. Food safety certificate or food handler card not available.
Amber India Corporation,San Francisco,CA,94103,38259_20180117,85.0,2,Unclean or degraded floors walls or ceilings. Improper food storage. Foods not protected from contamination. Improper cooling methods.
Amber India Corporation,San Francisco,CA,94103,38259_20190415,88.0,67,Food safety certificate or food handler card not available. Improper food storage. Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature.
Ambrosia INC,San Francisco,CA,94132,96110_20190701,85.0,30,Unclean or unsanitary food contact surfaces. Improper or defective plumbing. Inadequate and inaccessible handwashing facilities. Inadequate dressing rooms or improper storage of personal items.
Amelie,San Francisco,CA,94109,80930_20170313,94.0,76,Unclean or degraded floors walls or ceilings. Improper or defective plumbing. Unapproved or unmaintained equipment or utensils.
Amelie,San Francisco,CA,94109,80930_20180206,92.0,57,Inadequate and inaccessible handwashing facilities. Inadequate or unsanitary refuse containers or area or no garbage service. No thermometers or uncalibrated thermometers.
